dataset,relative_path,filename,valid,error,keys,poses_shape,trans_shape,betas_shape,dmpls_shape,num_frames,pose_dimensions,fps,gender
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male1Running_c3d/Run C24 - quick side step left_poses.npz,Run C24 - quick side step left_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[356, 156]","[356, 3]",[16],"[356, 8]",356,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male1Running_c3d/Run C25 - quick side step right_poses.npz,Run C25 - quick side step right_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[398, 156]","[398, 3]",[16],"[398, 8]",398,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male1Walking_c3d/Male1 Cal_poses.npz,Male1 Cal_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[360, 156]","[360, 3]",[16],"[360, 8]",360,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male1Walking_c3d/Walk B10 - Walk turn left 45_poses.npz,Walk B10 - Walk turn left 45_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[1011, 156]","[1011, 3]",[16],"[1011, 8]",1011,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male1Walking_c3d/Walk B13 - Walk turn right 45_poses.npz,Walk B13 - Walk turn right 45_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[1116, 156]","[1116, 3]",[16],"[1116, 8]",1116,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male1Walking_c3d/Walk B15 - Walk turn around_poses.npz,Walk B15 - Walk turn around_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[1367, 156]","[1367, 3]",[16],"[1367, 8]",1367,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male1Walking_c3d/Walk B16 - Walk turn change_poses.npz,Walk B16 - Walk turn change_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[1454, 156]","[1454, 3]",[16],"[1454, 8]",1454,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male1Walking_c3d/Walk B17 - Walk 2 hop 2 walk_poses.npz,Walk B17 - Walk 2 hop 2 walk_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[979, 156]","[979, 3]",[16],"[979, 8]",979,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male1Walking_c3d/Walk B21 - Put Down Box to walk_poses.npz,Walk B21 - Put Down Box to walk_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[835, 156]","[835, 3]",[16],"[835, 8]",835,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male1Walking_c3d/Walk B22 - Side step left_poses.npz,Walk B22 - Side step left_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[555, 156]","[555, 3]",[16],"[555, 8]",555,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male1Walking_c3d/Walk B23 - Side step right_poses.npz,Walk B23 - Side step right_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[430, 156]","[430, 3]",[16],"[430, 8]",430,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male1Walking_c3d/Walk B4 - Stand to Walk Back_poses.npz,Walk B4 - Stand to Walk Back_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[1555, 156]","[1555, 3]",[16],"[1555, 8]",1555,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2General_c3d/A1- Stand_poses.npz,A1- Stand_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[457, 156]","[457, 3]",[16],"[457, 8]",457,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2General_c3d/A10- Lie to crouch_poses.npz,A10- Lie to crouch_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[569, 156]","[569, 3]",[16],"[569, 8]",569,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2General_c3d/A11- Crawl_poses.npz,A11- Crawl_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[1597, 156]","[1597, 3]",[16],"[1597, 8]",1597,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2General_c3d/A12- Crawl Backwards_poses.npz,A12- Crawl Backwards_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[2041, 156]","[2041, 3]",[16],"[2041, 8]",2041,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2General_c3d/A2- Sway_poses.npz,A2- Sway_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[1280, 156]","[1280, 3]",[16],"[1280, 8]",1280,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2General_c3d/A3- Swing arms_poses.npz,A3- Swing arms_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[1279, 156]","[1279, 3]",[16],"[1279, 8]",1279,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2General_c3d/A4- Look Around_poses.npz,A4- Look Around_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[1926, 156]","[1926, 3]",[16],"[1926, 8]",1926,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2General_c3d/A5- Pick up box_poses.npz,A5- Pick up box_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[718, 156]","[718, 3]",[16],"[718, 8]",718,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2General_c3d/A6- Box lift_poses.npz,A6- Box lift_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[1331, 156]","[1331, 3]",[16],"[1331, 8]",1331,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2General_c3d/A7- Crouch_poses.npz,A7- Crouch_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[530, 156]","[530, 3]",[16],"[530, 8]",530,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2General_c3d/A8- Crouch to Lie_poses.npz,A8- Crouch to Lie_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[688, 156]","[688, 3]",[16],"[688, 8]",688,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2General_c3d/A9- Lie_poses.npz,A9- Lie_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[374, 156]","[374, 3]",[16],"[374, 8]",374,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2General_c3d/male2 Calibration_poses.npz,male2 Calibration_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[360, 156]","[360, 3]",[16],"[360, 8]",360,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2MartialArtsExtended_c3d/Extended 1_poses.npz,Extended 1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[2408, 156]","[2408, 3]",[16],"[2408, 8]",2408,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2MartialArtsExtended_c3d/Extended 2_poses.npz,Extended 2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[2128, 156]","[2128, 3]",[16],"[2128, 8]",2128,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2MartialArtsExtended_c3d/Extended 3_poses.npz,Extended 3_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[6361, 156]","[6361, 3]",[16],"[6361, 8]",6361,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2MartialArtsExtended_c3d/Form 1_poses.npz,Form 1_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[2222, 156]","[2222, 3]",[16],"[2222, 8]",2222,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2MartialArtsKicks_c3d/G10-  roundhouse leading left_poses.npz,G10-  roundhouse leading left_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[314, 156]","[314, 3]",[16],"[314, 8]",314,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2MartialArtsKicks_c3d/G11-  roundhouse leading right_poses.npz,G11-  roundhouse leading right_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[400, 156]","[400, 3]",[16],"[400, 8]",400,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2MartialArtsKicks_c3d/G12-  cresent left_poses.npz,G12-  cresent left_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[331, 156]","[331, 3]",[16],"[331, 8]",331,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2MartialArtsKicks_c3d/G13-  cresent right_poses.npz,G13-  cresent right_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[312, 156]","[312, 3]",[16],"[312, 8]",312,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2MartialArtsKicks_c3d/G14-  roundhouse body left_poses.npz,G14-  roundhouse body left_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[327, 156]","[327, 3]",[16],"[327, 8]",327,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2MartialArtsKicks_c3d/G15-  roundhouse body right_poses.npz,G15-  roundhouse body right_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[353, 156]","[353, 3]",[16],"[353, 8]",353,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2MartialArtsKicks_c3d/G16-  double kick_poses.npz,G16-  double kick_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[476, 156]","[476, 3]",[16],"[476, 8]",476,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2MartialArtsKicks_c3d/G17-  push kick left_poses.npz,G17-  push kick left_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[546, 156]","[546, 3]",[16],"[546, 8]",546,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2MartialArtsKicks_c3d/G18-  push kick right_poses.npz,G18-  push kick right_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[347, 156]","[347, 3]",[16],"[347, 8]",347,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2MartialArtsKicks_c3d/G19-  reverse spin cresent left t2_poses.npz,G19-  reverse spin cresent left t2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[380, 156]","[380, 3]",[16],"[380, 8]",380,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2MartialArtsKicks_c3d/G19-  reverse spin cresent left_poses.npz,G19-  reverse spin cresent left_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[389, 156]","[389, 3]",[16],"[389, 8]",389,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2MartialArtsKicks_c3d/G2 - Sidekick leading left_poses.npz,G2 - Sidekick leading left_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[335, 156]","[335, 3]",[16],"[335, 8]",335,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2MartialArtsKicks_c3d/G20 -  reverse spin cresent right_poses.npz,G20 -  reverse spin cresent right_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[342, 156]","[342, 3]",[16],"[342, 8]",342,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2MartialArtsKicks_c3d/G3 - front kick_poses.npz,G3 - front kick_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[277, 156]","[277, 3]",[16],"[277, 8]",277,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2MartialArtsKicks_c3d/G3 - Sidekick leading right_poses.npz,G3 - Sidekick leading right_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[238, 156]","[238, 3]",[16],"[238, 8]",238,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2MartialArtsKicks_c3d/G4 -spinning back kick_poses.npz,G4 -spinning back kick_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[329, 156]","[329, 3]",[16],"[329, 8]",329,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2MartialArtsKicks_c3d/G5 -  back kick_poses.npz,G5 -  back kick_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[274, 156]","[274, 3]",[16],"[274, 8]",274,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2MartialArtsKicks_c3d/G6 -  axe kick_poses.npz,G6 -  axe kick_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[347, 156]","[347, 3]",[16],"[347, 8]",347,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2MartialArtsKicks_c3d/G7 -  capoera_poses.npz,G7 -  capoera_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[283, 156]","[283, 3]",[16],"[283, 8]",283,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2MartialArtsKicks_c3d/G8 -  roundhouse left_poses.npz,G8 -  roundhouse left_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[307, 156]","[307, 3]",[16],"[307, 8]",307,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2MartialArtsKicks_c3d/G9 -  roundhouse right_poses.npz,G9 -  roundhouse right_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[215, 156]","[215, 3]",[16],"[215, 8]",215,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2MartialArtsKicks_c3d/G9-  roundhouse right t2_poses.npz,G9-  roundhouse right t2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[338, 156]","[338, 3]",[16],"[338, 8]",338,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2MartialArtsKicks_c3d/male2 Subject Cal 2_poses.npz,male2 Subject Cal 2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[261, 156]","[261, 3]",[16],"[261, 8]",261,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2MartialArtsPunches_c3d/E1 -  Jab left_poses.npz,E1 -  Jab left_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[399, 156]","[399, 3]",[16],"[399, 8]",399,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2MartialArtsPunches_c3d/E10 - body hook right_poses.npz,E10 - body hook right_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[299, 156]","[299, 3]",[16],"[299, 8]",299,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2MartialArtsPunches_c3d/E11 - backfist left_poses.npz,E11 - backfist left_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[281, 156]","[281, 3]",[16],"[281, 8]",281,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2MartialArtsPunches_c3d/E11 - body hook right t2_poses.npz,E11 - body hook right t2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[294, 156]","[294, 3]",[16],"[294, 8]",294,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2MartialArtsPunches_c3d/E12 - backfist right_poses.npz,E12 - backfist right_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[293, 156]","[293, 3]",[16],"[293, 8]",293,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2MartialArtsPunches_c3d/E13 - body cross left_poses.npz,E13 - body cross left_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[229, 156]","[229, 3]",[16],"[229, 8]",229,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2MartialArtsPunches_c3d/E14 - body cross left t2_poses.npz,E14 - body cross left t2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[261, 156]","[261, 3]",[16],"[261, 8]",261,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2MartialArtsPunches_c3d/E14 - body cross right_poses.npz,E14 - body cross right_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[294, 156]","[294, 3]",[16],"[294, 8]",294,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2MartialArtsPunches_c3d/E15 - body jab right_poses.npz,E15 - body jab right_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[206, 156]","[206, 3]",[16],"[206, 8]",206,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2MartialArtsPunches_c3d/E16 - body jab left_poses.npz,E16 - body jab left_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[305, 156]","[305, 3]",[16],"[305, 8]",305,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2MartialArtsPunches_c3d/E2 -  Jab right_poses.npz,E2 -  Jab right_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[340, 156]","[340, 3]",[16],"[340, 8]",340,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2MartialArtsPunches_c3d/E3 -  cross left_poses.npz,E3 -  cross left_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[392, 156]","[392, 3]",[16],"[392, 8]",392,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2MartialArtsPunches_c3d/E4 -  cross right_poses.npz,E4 -  cross right_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[294, 156]","[294, 3]",[16],"[294, 8]",294,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2MartialArtsPunches_c3d/E5 -  hook left_poses.npz,E5 -  hook left_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[327, 156]","[327, 3]",[16],"[327, 8]",327,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2MartialArtsPunches_c3d/E6 -  hook right_poses.npz,E6 -  hook right_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[310, 156]","[310, 3]",[16],"[310, 8]",310,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2MartialArtsPunches_c3d/E7 - uppercut left_poses.npz,E7 - uppercut left_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[311, 156]","[311, 3]",[16],"[311, 8]",311,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2MartialArtsPunches_c3d/E8 - uppercut right_poses.npz,E8 - uppercut right_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[308, 156]","[308, 3]",[16],"[308, 8]",308,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2MartialArtsPunches_c3d/E9 - body hook left_poses.npz,E9 - body hook left_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[330, 156]","[330, 3]",[16],"[330, 8]",330,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2MartialArtsStances_c3d/D1 - stand to ready_poses.npz,D1 - stand to ready_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[354, 156]","[354, 3]",[16],"[354, 8]",354,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2MartialArtsStances_c3d/D10 - victory 2_poses.npz,D10 - victory 2_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[1277, 156]","[1277, 3]",[16],"[1277, 8]",1277,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2MartialArtsStances_c3d/D11 - ready to taunt one to ready_poses.npz,D11 - ready to taunt one to ready_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[646, 156]","[646, 3]",[16],"[646, 8]",646,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2MartialArtsStances_c3d/D12 - ready to taunt two to ready_poses.npz,D12 - ready to taunt two to ready_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[646, 156]","[646, 3]",[16],"[646, 8]",646,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2MartialArtsStances_c3d/D13 -crouch to ready_poses.npz,D13 -crouch to ready_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[451, 156]","[451, 3]",[16],"[451, 8]",451,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2MartialArtsStances_c3d/D14 -ready to crouch_poses.npz,D14 -ready to crouch_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[400, 156]","[400, 3]",[16],"[400, 8]",400,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2MartialArtsStances_c3d/D15 - switch stance_poses.npz,D15 - switch stance_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[366, 156]","[366, 3]",[16],"[366, 8]",366,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2MartialArtsStances_c3d/D16 - switch stance and bounce_poses.npz,D16 - switch stance and bounce_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[588, 156]","[588, 3]",[16],"[588, 8]",588,156,120.0,male
ACCAD,03_human_motion/data/AMASS/raw/ACCAD/Male2MartialArtsStances_c3d/D2 - walk to ready_poses.npz,D2 - walk to ready_poses.npz,True,,"['betas', 'dmpls', 'gender', 'mocap_framerate', 'poses', 'trans']","[526, 156]","[526, 3]",[16],"[526, 8]",526,156,120.0,male
